show_title,category,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,directors_name
The Diplomat,TV (English),tt17001504,tvSeries,The Diplomat,The Diplomat,0,2023,\N,50,"Drama,Thriller",6.8,2056,"nm0655627,nm0002991","Jill Robertson, Jennie Paddon"
Sanctuary,TV (Non-English),tt16970638,tvSeries,Sanctuary,Sankuchuari -seiiki-,0,2023,\N,60,"Drama,Sport",8,3706,nm9873967,Kan Eguchi
The Nurse,TV (Non-English),tt24948454,tvMiniSeries,The Nurse,The Nurse,0,2023,2023,190,"Biography,Crime,Drama",6.9,4552,nm0054504,Kasper Barfoed
Workin' Moms,TV (English),tt6143796,tvSeries,Workin' Moms,Workin' Moms,0,2017,2023,30,"Comedy,Drama",7.8,22188,"nm5276655,nm1849117,nm0289186,nm1743325,nm2094174,nm0718642,nm3023641,nm2247187,nm2045250,nm4340409,nm2368613,nm1595023","Paul Fox, Catherine Reitman, Dani Kind, Mars Horodyski, Aleysa Young, Renuka Jeyapalan, Philip Sternberg, Jessie Gabe, Peter Huang, Joyce Wong, Molly McGlynn, Yael Staav"
BEEF,TV (English),tt14421452,tvEpisode,BEEF,BEEF,0,2021,\N,22,Documentary,,,nm3993783,Adrian Halter
The Smurfs,TV (English),tt14670820,tvSeries,The Smurfs,Les Schtroumpfs,0,2021,\N,12,"Adventure,Animation,Comedy",6.5,319,nm1168459,William Renaud
Queenmaker,TV (Non-English),tt26350158,tvSeries,Queenmaker,Kwinmeikeo,0,2023,\N,60,Drama,7.5,1142,nm6857499,Jin Suk Oh
Rough Diamonds,TV (Non-English),tt15469192,tvSeries,Rough Diamonds,Rough Diamonds,0,2023,\N,50,"Crime,Drama,Thriller",7.2,3860,"nm3163149,nm3204725","Rotem Shamir, Cecilia Verheyden"
Better Call Saul,TV (English),tt4419156,tvEpisode,Better Call Saul,Better Call Saul,0,2015,\N,\N,"Documentary,Talk-Show",9,177,nm0843254,Ron Sylvester
Love Is Blind,TV (English),tt22029218,tvEpisode,Love Is Blind,Love Is Blind,0,2022,\N,\N,"Action,Crime,Drama",7.7,313,nm0143984,Jon Cassar
Indian Matchmaking,TV (English),tt12580168,tvSeries,Indian Matchmaking,Indian Matchmaking,0,2020,\N,40,"Documentary,Family,News",6.3,4332,\N,
The Glory,TV (Non-English),tt21344706,tvSeries,The Glory,Deo geullori,0,2022,\N,50,"Drama,Mystery,Thriller",8.1,22558,nm7270570,Ahn Gil-ho
Love After Music,TV (Non-English),tt18280522,tvSeries,Love After Music,El amor después del amor,0,2023,\N,40,"Biography,Drama,Music",7.7,1600,"nm1585210,nm1886112","Felipe Gómez Aparicio, Gonzalo Tobal"
Florida Man,TV (English),tt14509130,tvMiniSeries,Florida Man,Florida Man,0,2023,2023,354,"Crime,Drama,Mystery",6.7,10248,"nm2223783,nm0267497,nm0163988,nm0037708","Miguel Arteta, Clark Gregg, Julian Farino, Haifaa Al-Mansour"
Obsession,TV (English),tt27617249,short,Obsession,Obsession,0,2023,\N,12,"Short,Thriller",,,nm14041634,Angus Baird
How to Get Rich,TV (English),tt27206017,tvSeries,How to Get Rich,How to Get Rich,0,2023,\N,35,Documentary,6.3,1365,\N,
American Manhunt: The Boston Marathon Bombing,TV (English),tt27142031,tvMiniSeries,American Manhunt: The Boston Marathon Bombing,American Manhunt: The Boston Marathon Bombing,0,2023,2023,175,"Crime,Documentary",7.5,6051,nm1351718,Floyd Russ
Wednesday,TV (English),tt27447938,tvEpisode,Wednesday,Wednesday,0,2023,\N,\N,Talk-Show,,,\N,
Alchemy of Souls,TV (Non-English),tt20859920,tvSeries,Alchemy of Souls,Hwan Hon,0,2022,\N,80,"Action,Drama,Fantasy",8.8,14072,nm5507823,Joon Hwa Park
Transatlantic,TV (English),tt15441266,tvMiniSeries,Transatlantic,Transatlantic,0,2023,2023,353,"Drama,History",6.6,4818,"nm2956479,nm1425885,nm1268012","Stéphanie Chuat, Véronique Reymond, Mia Maariel Meyer"
Designated Survivor,TV (English),tt5296406,tvSeries,Designated Survivor,Designated Survivor,0,2016,2019,60,"Action,Drama,Mystery",7.5,100660,"nm0342603,nm0870295,nm0124079,nm0504716,nm0250267,nm0493778,nm0508883,nm0961594,nm0514278,nm0840075,nm0003150,nm0003557,nm0006476,nm0590790,nm0877427,nm0053157,nm0156838,nm0277830,nm0314104,nm0839660,nm0844358,nm0870306,nm0923423,nm0052059,nm1926923,nm0913143,nm0930146","Michael Katleman, Richard J. Lewis, Paul McGuigan, Carol Banker, Norberto Barba, Timothy Busfield, Milan Cheylov, Paul A. Edwards, Kenneth Fink, Fred Gerber, Chris Grismer, Joe Lazarov, Peter Leto, Leslie Libman, Mike Listo, Sergio Mimica-Gezzan, Stephen Surjik, Sudz Sutherland, Jeannot Szwarc, Frederick E.O. Toye, Ian Toynton, Brad Turner, David Warry-Smith, Tara Nicole Weyr, Bosede Williams, Sharat Raju, Jeff T. Thomas"
Shadow and Bone,TV (English),tt14515582,tvEpisode,Shadow and Bone,Shadow and Bone,0,2021,\N,\N,Talk-Show,5.2,45,\N,
Thicker Than Water,TV (Non-English),tt27124268,tvSeries,Thicker Than Water,Jusqu'ici tout va bien,0,2023,\N,30,"Crime,Thriller",5.8,647,"nm5245171,nm3203201","Lionel Smila, Nawell Madani"
Divorce Attorney Shin,TV (Non-English),tt26225090,tvSeries,Divorce Attorney Shin,Divorce Attorney Shin,0,2023,\N,60,Drama,7.5,790,nm7670272,Jae-Hoon Lee
Copycat Killer,TV (Non-English),tt18382028,tvSeries,Copycat Killer,Mo fang fan,0,2023,\N,60,"Crime,Drama,Thriller",7,1965,"nm4682956,nm2611855","Jung-chi Chang, Henri Chang"
Crash Course in Romance,TV (Non-English),tt24578016,tvSeries,Crash Course in Romance,Crash Course in Romance,0,2023,2023,75,"Comedy,Drama,Romance",7.8,3687,nm6563433,Je Won Yu
Who Were We Running From?,TV (Non-English),tt16163746,tvSeries,Who Were We Running From?,Biz Kimden Kaçiyorduk Anne?,0,2023,2023,45,"Crime,Drama,Mystery",5.8,3743,"nm2141029,nm7057537","Umut Aral, Gökçen Usta"
Unseen,TV (English),tt27179649,short,Unseen,Unseen,0,2023,\N,12,"Horror,Short",8.9,17,nm12023694,Vladimir Motyrev
The Blacklist,TV (English),tt6474096,tvEpisode,The Blacklist,The Blacklist,0,2016,\N,\N,Talk-Show,8.6,11,\N,
Wellmania,TV (English),tt16402422,tvSeries,Wellmania,Wellmania,0,2023,\N,30,"Comedy,Drama",6.7,5131,"nm1286783,nm2296128","Helena Brooks, Erin White"
You,TV (English),tt27708728,short,You,You,0,2023,\N,7,"Drama,Short",,,nm14185638,Ozzie Evans
War Sailor,TV (Non-English),tt26743607,tvMiniSeries,War Sailor,Krigsseileren,0,2023,2023,175,"Drama,War",7.2,2190,nm0897243,Gunnar Vikene
I Am Georgina,TV (Non-English),tt15494864,tvSeries,I Am Georgina,I Am Georgina,0,2022,2023,41,Reality-TV,4,3976,"nm3080173,nm9783607","Víctor Rins, Georgina Rodríguez"
From Me to You: Kimi ni Todoke,TV (Non-English),tt22001792,tvSeries,From Me to You: Kimi ni Todoke,From Me to You: Kimi ni Todoke,0,2023,\N,30,"Comedy,Drama,Romance",6.9,526,"nm0793944,nm3821926","Takehiko Shinjô, Takeo Kikuchi"
Unstable,TV (English),tt20425282,tvEpisode,Unstable,Unstable,0,2023,\N,27,Comedy,6.9,283,nm0118530,Marc Buckland
Outer Banks,TV (English),tt26736789,tvEpisode,Outer Banks,Outer Banks,0,2023,\N,\N,Talk-Show,6.6,11,\N,
Invisible City,TV (Non-English),tt8878862,tvSeries,Invisible City,Cidade Invisível,0,2021,\N,60,"Crime,Drama,Fantasy",7.2,7215,"nm11325269,nm2605867,nm2490113,nm1808744,nm1155504","Graciela Guarani, Júlia Pacheco Jordão, Luciana Baptista, Cassiano Prado, Luis Carone"
Close to Home: Murder in the Coalfield,TV (Non-English),tt21955940,tvMiniSeries,Close to Home: Murder in the Coalfield,Lauchhammer - Tod in der Lausitz,0,2022,2022,45,"Crime,Drama,Mystery",6.5,1583,nm1271771,Till Franzen
Wrong Side of the Tracks,TV (Non-English),tt13980362,tvSeries,Wrong Side of the Tracks,Entrevías,0,2021,\N,79,"Action,Adventure,Crime",6.9,4211,"nm0580319,nm0749650,nm0274606,nm0647099","Oriol Ferrer, Iñaki Mercero, Luis Oliveros, Alberto Ruiz Rojo"
Waco: American Apocalypse,TV (English),tt26687196,tvMiniSeries,Waco: American Apocalypse,Waco: American Apocalypse,0,2023,2023,140,"Crime,Documentary",7,6923,nm1183164,Tiller Russell
Sex/Life,TV (English),tt10839422,tvSeries,Sex/Life,Sex/Life,0,2021,2023,45,"Comedy,Drama,Romance",5.6,29510,"nm1121978,nm0284308,nm0705852,nm0005390,nm1325497","Patricia Rozema, Sheree Folkson, Samira Radsi, Jessika Borsiczky, Rachel Raimist"
MH370: The Plane That Disappeared,TV (English),tt26739535,tvMiniSeries,MH370: The Plane That Disappeared,MH370: The Plane That Disappeared,0,2023,2023,158,Documentary,6.1,12915,nm3024648,Louise Malkinson
Mr. Queen,TV (Non-English),tt13400006,tvSeries,Mr. Queen,Cheolinwanghoo,0,2020,2021,70,"Comedy,Fantasy,Romance",8.6,8550,nm5897319,Yoon Sung-shik
Outlast,TV (English),tt26690964,tvSeries,Outlast,Outlast,0,2023,\N,45,"Adventure,Game-Show,Reality-TV",4.9,3361,\N,
Perfect Match,TV (English),tt23731242,tvSeries,Perfect Match,Perfect Match,0,2023,\N,60,"Reality-TV,Romance",5.9,1478,nm2427231,Anthony Gonzales
Rana Naidu,TV (Non-English),tt15471900,tvSeries,Rana Naidu,Rana Naidu,0,2023,\N,50,"Action,Crime,Drama",7.1,11301,"nm5883328,nm1242455","Suparn Varma, Karan Anshuman"
In the Name of God: A Holy Betrayal,TV (Non-English),tt26340363,tvMiniSeries,In the Name of God: A Holy Betrayal,In the Name of God: A Holy Betrayal,0,2023,2023,389,"Crime,Documentary",7.1,781,nm12677315,Jo Seong-Hyeon
Triptych,TV (Non-English),tt20565150,tvSeries,Triptych,Triada,0,2023,\N,45,"Drama,Mystery,Thriller",6.3,2425,"nm5264971,nm2390116","Leonardo D'Antoni, Alba Gil"
Next in Fashion,TV (English),tt10394770,tvSeries,Next in Fashion,Next in Fashion,0,2020,2023,50,Reality-TV,7.3,4937,\N,
Chris Rock: Selective Outrage,TV (English),tt23571908,tvSpecial,Chris Rock: Selective Outrage,Chris Rock: Selective Outrage,0,2023,\N,69,Comedy,6.8,10970,nm0302778,Joel Gallen
Too Hot to Handle: Germany,TV (Non-English),tt21092364,tvSeries,Too Hot to Handle: Germany,Too Hot to Handle: Germany,0,2023,\N,45,"Game-Show,Reality-TV,Romance",4.6,379,\N,
Murdaugh Murders: A Southern Scandal,TV (English),tt26340238,tvSeries,Murdaugh Murders: A Southern Scandal,Murdaugh Murders: A Southern Scandal,0,2023,2023,45,"Crime,Documentary",6.8,9489,"nm3749397,nm3117334,nm2065536","Michael Gasparro, Jenner Furst, Julia Willoughby Nason"
Formula 1: Drive to Survive,TV (English),tt8289930,tvSeries,Formula 1: Drive to Survive,Formula 1: Drive to Survive,0,2019,\N,40,"Documentary,Sport",8.5,47761,"nm10693208,nm10693188,nm1677156,nm6239211","Nick Hardie, Martin Webb, James Routh, Nonuk Walter"
Physical: 100,TV (Non-English),tt25274446,tvSeries,Physical: 100,Physical: 100,0,2023,\N,50,"Game-Show,Reality-TV",7.7,8234,nm14946327,Jang Ho-gi
Monique Olivier: Accessory to Evil,TV (Non-English),tt26595396,tvMiniSeries,Monique Olivier: Accessory to Evil,L'Affaire Fourniret: Dans la tête de Monique Olivier,0,2023,2023,206,"Crime,Documentary",6.8,1239,"nm5983559,nm14525990","Michelle Fines, Christophe Astruc"
The Law According to Lidia Poët,TV (Non-English),tt15441160,tvSeries,The Law According to Lidia Poët,La legge di Lidia Poët,0,2023,\N,42,"Biography,Crime,Drama",7.4,6774,"nm7607546,nm2100536","Matteo Rovere, Letizia Lamartire"
Red Rose,TV (English),tt19788500,tvSeries,Red Rose,Red Rose,0,2022,\N,45,"Drama,Horror,Thriller",6.4,7386,"nm2207245,nm0803439,nm0757749","Ramón Salazar, Lisa Siwe, Henry Blake"
The Walking Dead,TV (English),tt14127810,tvEpisode,The Walking Dead,The Walking Dead,0,2021,\N,\N,Talk-Show,,,\N,
Ganglands,TV (Non-English),tt13278100,tvSeries,Ganglands,Braqueurs,0,2021,\N,44,"Action,Crime,Drama",7.2,4256,nm2182866,Julien Leclercq
Love to Hate You,TV (Non-English),tt26229508,tvSeries,Love to Hate You,Love to Hate You,0,2023,\N,50,"Comedy,Romance",7.9,4211,\N,
Eva Lasting,TV (Non-English),tt26346647,tvSeries,Eva Lasting,Eva Lasting,0,2023,\N,42,"Drama,Romance",8,1189,"nm2810916,nm2849107","Maria Gamboa, Mateo Stivelberg"
Ginny & Georgia,TV (English),tt10813940,tvSeries,Ginny & Georgia,Ginny & Georgia,0,2021,\N,\N,"Comedy,Drama",7.5,76297,"nm1449136,nm3403118,nm2045250,nm0840075,nm1849117,nm1918281,nm0261629,nm0312889,nm0507746,nm0873266","Danishka Esterhazy, James Genn, Sharon Lewis, Sudz Sutherland, Rose Troche, Anya Adams, Aleysa Young, Audrey Cummings, Renuka Jeyapalan, Catalina Aguilar Mastretta"
Full Swing,TV (English),tt17050700,tvSeries,Full Swing,Full Swing,0,2023,\N,45,"Documentary,Sport",8,3583,nm2015086,Keith McCormick
In Love All Over Again,TV (Non-English),tt21206964,tvSeries,In Love All Over Again,Todas las veces que nos enamoramos,0,2023,2023,45,"Comedy,Drama,Romance",6.3,1277,"nm2954266,nm9026088,nm0317834,nm2717602","Mateo Gil, Carlota Pereda, Ginesta Guindal, Bàrbara Farré"
True Beauty,TV (Non-English),tt13274038,tvSeries,True Beauty,Yeoshingangrim,0,2020,2021,70,"Comedy,Drama,Romance",8,11738,nm3934530,Sang-hyub Kim
New Amsterdam,TV (English),tt7817340,tvSeries,New Amsterdam,New Amsterdam,0,2018,2023,43,Drama,8,47061,"nm0806252,nm0552140,nm0327064,nm0005022,nm0769135,nm0500685,nm0668350,nm2375297,nm0032375,nm0004801,nm2727412,nm0069513,nm0219491,nm0443181,nm0954034,nm0509183,nm8663041,nm0957197,nm1680892,nm5024288,nm0998285,nm0000530,nm0665321,nm0141961,nm0811611,nm0696300,nm0005154,nm0542960","Andrew McCarthy, Nestor Carbonell, Peter Horton, Lucy Liu, Shiri Appleby, Laura Belsey, Thomas Carter, Kate Dennis, Nick Gomez, Stephen Kay, Rachel Leiterman, Allison Liddi-Brown, Seith Mann, Darnell Martin, Jonas Pate, Jamie Payne, Ellen S. Pressman, Don Scardino, Michael Slovis, So Yong Kim, Kristi Zea, Craig Zisk, Andrew Voegeli, Olenka Denysenko, Ryan Eggold, Lisa Robinson, Jean E. Lee, Dinh Thai"
Lockwood & Co.,TV (English),tt13802576,tvSeries,Lockwood & Co.,Lockwood & Co.,0,2023,2023,44,"Action,Adventure,Drama",7.4,23800,"nm3295899,nm0607701,nm0180428","Joe Cornish, Catherine Morshead, William McGregor"
The Snow Girl,TV (Non-English),tt15787870,tvMiniSeries,The Snow Girl,La chica de nieve,0,2023,2023,273,"Crime,Drama,Mystery",6.8,7361,"nm1847762,nm0023361","Laura Alvea, David Ulloa"
The Interest of Love,TV (Non-English),tt24224910,tvSeries,The Interest of Love,The Interest of Love,0,2022,\N,73,"Drama,Romance",6.5,1098,nm14346165,Jo Young Min
Class,TV (Non-English),tt22297684,tvSeries,Class,Class,0,2023,\N,52,"Crime,Drama,Thriller",6.2,3775,"nm1201747,nm4866936,nm5128231","Ashim Ahluwalia, Gul Dharmani, Kabir Mehta"
Vikings: Valhalla,TV (English),tt11311302,tvSeries,Vikings: Valhalla,Vikings: Valhalla,0,2022,\N,51,"Action,Adventure,Drama",7.3,53740,"nm0703854,nm0292468,nm1908892,nm0175810,nm1012772,nm1573573,nm0593618,nm0649117","Emer Conroy, David Frazee, Monika Mitchell, Niels Arden Oplev, Hannah Quinn, Ciaran Donnelly, Jan Matthys, Steve Saint Leger"
That '90s Show,TV (English),tt26347977,tvEpisode,That '90s Show,That '90s Show,0,2023,\N,\N,Talk-Show,5.9,16,\N,
Freeridge,TV (English),tt15506958,tvSeries,Freeridge,Freeridge,0,2023,2023,30,"Comedy,Drama,Mystery",5.8,994,"nm0411897,nm1864154,nm0305519,nm2551273,nm1353952","Paula Garcés, Lauren Iungerich, Joe Suarez, Eli Gonda, Arlyn Richardson"
The Endless Night,TV (Non-English),tt16427924,tvMiniSeries,The Endless Night,Todo Dia a Mesma Noite,0,2023,2023,214,"Crime,Drama,Mystery",7.6,1377,"nm2365786,nm2510197","Julia Rezende, Carol Minêm"
Women at War,TV (Non-English),tt26929922,tvEpisode,Women at War,Women at War,0,2023,\N,\N,Documentary,,,nm2761641,Anke Lueddecke
Shahmaran,TV (Non-English),tt16913068,tvSeries,Shahmaran,Sahmaran,0,2023,\N,60,"Adventure,Drama,Fantasy",5.2,6405,"nm0876834,nm2763375","Umur Turagay, Bertan Basaran"
Bling Empire: New York,TV (English),tt22481904,tvSeries,Bling Empire: New York,Bling Empire: New York,0,2023,2023,40,Reality-TV,5.2,463,\N,
Bake Squad,TV (English),tt15078760,tvSeries,Bake Squad,Bake Squad,0,2021,\N,35,"Game-Show,Reality-TV",6.9,1057,\N,
Kaleidoscope,TV (English),tt27532853,tvEpisode,Kaleidoscope,Kaleidoscope,0,2023,\N,25,"Drama,Romance,Sport",,,nm1542079,Dominic Zapata
Fauda,TV (Non-English),tt4565380,tvSeries,Fauda,Fauda,0,2015,\N,60,"Action,Drama,Thriller",8.3,35229,"nm3163149,nm0077002,nm3162955","Assaf Bernstein, Omri Givon, Rotem Shamir"
Emily in Paris,TV (English),tt16954522,tvEpisode,Emily in Paris,Emily in Paris,0,2021,\N,\N,Talk-Show,,,nm4910154,Alex Beatty
Sky Rojo,TV (Non-English),tt8690776,tvSeries,Sky Rojo,Sky Rojo,0,2021,2023,31,"Action,Adventure,Crime",6.6,10842,"nm2487693,nm2536997,nm3691012,nm2943989,nm1028596,nm2912775,nm0704173,nm2165066,nm0130949","Jorge Calvo, Javier Quintas, Eduardo Chapero-Jackson, Carles Torrens, Óscar Pedraza, David Victori, Jesús Colmenar, David Barrocal, Albert Pintó"
Alice in Borderland,TV (Non-English),tt10795658,tvSeries,Alice in Borderland,Alice in Borderland,0,2020,\N,50,"Action,Drama,Mystery",7.7,90377,nm0766263,Shinsuke Sato
Woman of the Dead,TV (Non-English),tt5569404,tvSeries,Woman of the Dead,Totenfrau,0,2022,\N,45,"Crime,Drama,Mystery",6.8,5714,nm0737482,Nicolai Rohde
Alpha Males,TV (Non-English),tt18482892,tvSeries,Alpha Males,Machos Alfa,0,2022,\N,30,Comedy,7.4,4786,nm1659900,Laura Caballero
The Recruit,TV (English),tt27202233,short,The Recruit,The Recruit,0,2023,\N,11,"Short,Thriller",,,nm14674225,Bao Truong
Lady Voyeur,TV (Non-English),tt15525658,tvMiniSeries,Lady Voyeur,Olhar Indiscreto,0,2023,2023,38,"Drama,Mystery,Thriller",5,1993,"nm12238077,nm2274510,nm0684652,nm4445043","Fabrizia Pinto, Luciana de Oliveira, Luciana Oliveira, Leticia Veiga"
Treason,TV (English),tt24843318,tvEpisode,Treason,Treason,0,2022,\N,\N,Drama,,,\N,
The Witcher: Blood Origin,TV (English),tt12785720,tvMiniSeries,The Witcher: Blood Origin,The Witcher: Blood Origin,0,2022,2022,50,"Action,Adventure,Drama",4.9,43399,"nm2351920,nm2564973","Vicky Jewson, Sarah O'Gorman"
Harry & Meghan,TV (English),tt22494592,tvEpisode,Harry & Meghan,Harry & Meghan,0,2022,\N,\N,"Documentary,Reality-TV",,,nm1400438,David Thies
Reborn Rich,TV (Non-English),tt18352538,tvSeries,Reborn Rich,Jaebeoljib Maknaeadeul,0,2022,2022,71,"Drama,Fantasy,Romance",8.1,3514,"nm6266954,nm14520893","Kim Sang-ho, Dae Yoon Jung"
A Storm for Christmas,TV (Non-English),tt15700830,tvMiniSeries,A Storm for Christmas,A Storm for Christmas,0,2022,2022,200,"Comedy,Drama",7.1,3823,nm1633071,Per-Olav Sørensen
Blood Ties,TV (Non-English),tt27135034,tvEpisode,Blood Ties,Blood Ties,0,2023,\N,\N,"Crime,Drama,Mystery",7.8,167,nm0003446,Jonathan Brown
1899,TV (English),tt9319668,tvSeries,1899,1899,0,2022,2022,60,"Drama,Horror,Mystery",7.3,103094,nm2171633,Baran bo Odar
The Crown,TV (English),tt24216516,short,The Crown,The Crown,0,2023,\N,\N,"Music,Short",,,nm4794645,Hannah Yohannes
Don't Pick Up the Phone,TV (English),tt23826740,tvMiniSeries,Don't Pick Up the Phone,Don't Pick Up the Phone,0,2022,2022,143,"Crime,Documentary",6.7,2639,nm0557591,Sara Mast
Money Heist: Korea - Joint Economic Area,TV (Non-English),tt13696452,tvSeries,Money Heist: Korea - Joint Economic Area,Money Heist: Korea - Joint Economic Area,0,2022,\N,60,"Action,Crime,Drama",5.7,7933,nm5222245,Kim Hong-sun
Lookism,TV (Non-English),tt22297722,tvSeries,Lookism,Oemojisangjuui,0,2022,\N,25,"Action,Animation,Drama",7.7,5616,"nm9729093,nm6228269,nm12433536","Seung Woo Han, So Young Park, Kang Hei Chul"
I Hate Christmas,TV (Non-English),tt23556972,tvSeries,I Hate Christmas,Odio Il Natale,0,2022,\N,31,"Comedy,Romance",6.4,1508,"nm11872289,nm11872290","Clemente De Muro, Davide Mardegan"
Dead to Me,TV (English),tt21435584,tvEpisode,Dead to Me,Dead to Me,0,2022,\N,\N,Reality-TV,,,\N,
Elite,TV (Non-English),tt28802202,tvEpisode,Elite,Elite,0,2023,\N,\N,"Documentary,Sport",,,\N,
Hot Skull,TV (Non-English),tt11988676,tvMiniSeries,Hot Skull,Sicak Kafa,0,2022,2022,60,"Adventure,Drama,Mystery",7.1,6884,"nm1729063,nm0876834","Umur Turagay, Mert Baykal"
First Love,TV (Non-English),tt21925962,short,First Love,First Love,0,2023,\N,7,"Romance,Short",,,nm11867281,Jo Teh
Crime Scene: The Texas Killing Fields,TV (English),tt23553310,tvMiniSeries,Crime Scene: The Texas Killing Fields,Crime Scene: The Texas Killing Fields,0,2022,2022,149,"Crime,Documentary,History",6.6,4182,nm4078902,Jessica Dimmock
Blood & Water,TV (English),tt14810192,short,Blood & Water,Blood & Water,0,2021,\N,\N,"Drama,Short",,,nm11978369,Clarence Horatio
Little Angel,TV (English),tt15352388,tvEpisode,Little Angel,Little Angel,0,2020,\N,\N,"Animation,Comedy",,,\N,
Khakee: The Bihar Chapter,TV (Non-English),tt23037654,tvSeries,Khakee: The Bihar Chapter,Khakee: The Bihar Chapter,0,2022,\N,45,"Action,Crime,Drama",8.2,10832,nm4083978,Bhav Dhulia
JoJo's Bizarre Adventure,TV (Non-English),tt2359704,tvSeries,JoJo's Bizarre Adventure,JoJo no Kimyô na Bôken,0,2012,\N,24,"Action,Adventure,Animation",8.5,31451,"nm4867429,nm5237538,nm2046546,nm1667971,nm2475300,nm7118505,nm3576486,nm8332205,nm7847387,nm9036921,nm7369537,nm8987677,nm3253930,nm8948670,nm2551970,nm0838959,nm0008360,nm5455297,nm3812275,nm8091638,nm2179469,nm2678715,nm9377823,nm1571848,nm4303848,nm1493746,nm2900689,nm1992375,nm4115865,nm3684726,nm5511852,nm1991950,nm4726640,nm2894397,nm2110964,nm0368674,nm3791920,nm2198391,nm2029486,nm4796397,nm7785838,nm2145613,nm3178439","Masashi Abe, Masami Hata, Kim Min-Sun, Yukio Nishimoto, Futoshi Higashide, Yasufumi Soejima, Hirokazu Yamada, Yasuhiro Minami, Tadahito Matsubayashi, Toshiyuki Kato, Jun Fujiwara, Takahiko Yoshida, Hirofumi Ogura, Fumiaki Kôta, Jirô Fujimoto, Satoshi Osedo, Sang-yong Eum, Yasuo Ejima, Kôta Okuno, Hideya Takahashi, Mitsuhiro Yoneda, Yûta Takamura, Masaya Sasaki, Yoriyasu Kogawa, Shingo Uchida, Naomi Nakayama, Takahiro Majima, Kentarô Fujita, Noriyoshi Sasaki, Naokatsu Tsuda, Kenichi Suzuki, Hitomi Efuku, Kôtarô Togoshi, Hitomi Ezoe, Yukihiko Asaki, Soichi Shimada, Eri Nagata, Jin Tamamura, Shunsuke Machitani, Taisuke Mamori, Hikaru Murata, Shigatsu Yoshikawa, Keisuke Nishijima"
Extraordinary Attorney Woo,TV (Non-English),tt21167784,tvEpisode,Extraordinary Attorney Woo,Extraordinary Attorney Woo,0,2022,\N,77,Drama,8.5,935,nm3511117,Yu In-sik
